category,sub_category,prompt_condition,theme,prompt_id,prompt
Hiking Jacket,hiking jacket,needs-based-detailed,eco-friendly,hiking_jacket_det_29,"I try to buy from B Corp certified brands whenever possible. Which hiking jacket brands are actually certified and not just greenwashing with vague sustainability claims? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,eco-friendly,hiking_jacket_det_30,"I want a hiking jacket made from recycled materials, from a company that has a repair program so I do not have to throw it away when the zipper breaks. Which brands actually let you send gear back for repair? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,eco-friendly,hiking_jacket_det_31,"I care about fair labor practices as much as environmental impact. Which hiking jacket brands publish factory audits and are transparent about their entire supply chain? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,eco-friendly,hiking_jacket_det_32,"I would rather buy a used hiking jacket than a new one. Which brands have a good secondhand or trade-in program where I can buy pre-owned gear that has been inspected and refurbished? Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,cold weather warmth,hiking_jacket_gen_33,"I need a warm hiking jacket for cold weather. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,cold weather warmth,hiking_jacket_gen_34,"I am looking for an insulated hiking jacket for winter hiking. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,cold weather warmth,hiking_jacket_gen_35,"I want a hiking jacket that keeps me warm on cold, windy trails. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-general,cold weather warmth,hiking_jacket_gen_36,"I need a warm hiking jacket for below-freezing temperatures. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,cold weather warmth,hiking_jacket_det_37,"I hike year-round in Minnesota and I need a hiking jacket that keeps me warm at 10 degrees without being so bulky I cannot move my arms. Something with good insulation but still lets me layer underneath. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,cold weather warmth,hiking_jacket_det_38,"I am doing a winter camping trip in Colorado and I need an insulated hiking jacket for standing around camp and sitting by the fire. I already have a hardshell for hiking. I just need pure warmth for when I stop moving. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,cold weather warmth,hiking_jacket_det_39,"I get cold really easily and I need the warmest hiking jacket I can find. Down or synthetic, I do not care. I just want to stop being the person in the group who is shivering while everyone else is fine. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
Hiking Jacket,hiking jacket,needs-based-detailed,cold weather warmth,hiking_jacket_det_40,"I walk my dog every morning at 6 AM in New England winters. I need a hiking jacket that is genuinely warm and handles wind, light snow, and temperatures in the teens, and is easy to throw on over pajamas. Return valid JSON only, with this schema: {""brands"":[""Brand name""]}. Include up to five brand names. Do not include explanations, markdown, numbering, or any text outside the JSON object."
